Month,Day,Hour,PV-1 Solar Power,PV-2 Solar Power,PV-3 Solar Power
3,28,10,108.349036,144.07144399999999,180.01071100000001
3,28,11,123.401508,164.733769,205.638506
3,28,12,125.0,166.666667,208.333333
3,28,13,125.0,166.666667,208.333333
3,28,14,120.048428,160.164289,200.065051
3,28,15,102.568348,136.295625,170.49382999999997
3,28,16,74.92107700000001,99.027822,124.135963
3,28,17,41.400057999999994,54.431735999999994,68.400499
3,28,18,7.221266,9.451674,11.92573
3,28,19,0.0,0.0,0.0
3,28,20,0.0,0.0,0.0
3,28,21,0.0,0.0,0.0
3,28,22,0.0,0.0,0.0
3,28,23,0.0,0.0,0.0
3,29,0,0.0,0.0,0.0
3,29,1,0.0,0.0,0.0
3,29,2,0.0,0.0,0.0
3,29,3,0.0,0.0,0.0
3,29,4,0.0,0.0,0.0
3,29,5,0.0,0.0,0.0
3,29,6,0.0,0.0,0.0
3,29,7,-0.0,-0.0,-0.0
3,29,8,5.135552,6.717715,8.483858
3,29,9,25.333823,33.237216999999994,41.844762
3,29,10,73.18580899999999,96.741401,121.30984
3,29,11,68.160899,90.048106,113.001257
3,29,12,125.0,166.666667,208.333333
3,29,13,121.880364,162.861289,203.53841699999998
3,29,14,104.63789200000001,139.261225,174.30788
3,29,15,69.203371,91.446223,114.770927
3,29,16,40.199576,52.869279,66.50895799999999
3,29,17,27.904598999999997,36.637678,46.13907
3,29,18,4.539268,5.939096999999999,7.509832
3,29,19,0.0,0.0,0.0
3,29,20,0.0,0.0,0.0
3,29,21,0.0,0.0,0.0
3,29,22,0.0,0.0,0.0
3,29,23,0.0,0.0,0.0
3,30,0,0.0,0.0,0.0
3,30,1,0.0,0.0,0.0
3,30,2,0.0,0.0,0.0
3,30,3,0.0,0.0,0.0
3,30,4,0.0,0.0,0.0
3,30,5,0.0,0.0,0.0
3,30,6,0.0,0.0,0.0
3,30,7,0.5621079999999999,0.725972,0.9294819999999999
3,30,8,21.202671,27.786630000000002,34.954138
3,30,9,59.044227,77.77648699999999,97.505685
3,30,10,105.82545,140.479276,175.436881
3,30,11,122.331576,162.950218,203.279151
3,30,12,125.0,166.666667,208.333333
3,30,13,125.0,166.666667,208.333333
3,30,14,119.036807,158.67960200000002,198.206407
3,30,15,100.43263400000001,133.425762,166.973345
3,30,16,74.769065,98.857315,123.968625
3,30,17,40.225269,52.904827,66.54014
3,30,18,7.407653,9.698065,12.241303
3,30,19,0.0,0.0,0.0
3,30,20,0.0,0.0,0.0
3,30,21,0.0,0.0,0.0
3,30,22,0.0,0.0,0.0
3,30,23,0.0,0.0,0.0
3,31,0,0.0,0.0,0.0
3,31,1,0.0,0.0,0.0
3,31,2,0.0,0.0,0.0
3,31,3,0.0,0.0,0.0
3,31,4,0.0,0.0,0.0
3,31,5,0.0,0.0,0.0
3,31,6,0.0,0.0,0.0
3,31,7,13.117654,17.185544,21.653136
3,31,8,43.713429,57.525322,72.287939
3,31,9,71.884557,95.06517600000001,119.244496
3,31,10,94.58794400000001,125.716923,157.486613
3,31,11,103.934821,138.516936,173.454345
3,31,12,102.86575599999999,137.10366,171.74722
3,31,13,104.185109,138.918564,174.03457500000002
3,31,14,97.54375999999999,129.803693,162.678147
3,31,15,70.826672,93.70886999999999,117.687919
3,31,16,61.531432,81.24181200000001,102.070463
3,31,17,25.977336,34.106228,42.977776
3,31,18,7.574033999999999,9.917404000000001,12.522573
3,31,19,0.0,0.0,0.0
3,31,20,0.0,0.0,0.0
3,31,21,0.0,0.0,0.0
3,31,22,0.0,0.0,0.0
3,31,23,0.0,0.0,0.0
4,1,0,0.0,0.0,0.0
4,1,1,0.0,0.0,0.0
4,1,2,0.0,0.0,0.0
4,1,3,0.0,0.0,0.0
4,1,4,0.0,0.0,0.0
4,1,5,0.0,0.0,0.0
4,1,6,0.0,0.0,0.0
4,1,7,6.948073,9.104657999999999,11.531753
4,1,8,31.675588,41.62878,52.499972
4,1,9,19.640454000000002,25.788145,32.613268
4,1,10,86.239531,114.370475,143.636062
4,1,11,75.642215,100.210608,126.104956
4,1,12,87.421279,116.078353,145.932593
4,1,13,84.930404,112.749815,141.828464
4,1,14,77.80164900000001,103.184794,129.939235
4,1,15,65.273999,86.37389,108.891796
4,1,16,70.03838800000001,92.73876,116.82880499999999
4,1,17,37.726474,49.686432999999994,62.767854
4,1,18,7.037366,9.232891,11.726974
4,1,19,0.0,0.0,0.0
4,1,20,0.0,0.0,0.0
4,1,21,0.0,0.0,0.0
4,1,22,0.0,0.0,0.0
4,1,23,0.0,0.0,0.0
4,2,0,0.0,0.0,0.0
4,2,1,0.0,0.0,0.0
4,2,2,0.0,0.0,0.0
4,2,3,0.0,0.0,0.0
4,2,4,0.0,0.0,0.0
4,2,5,0.0,0.0,0.0
4,2,6,-0.0,-0.0,-0.0
4,2,7,14.969325000000001,19.636568999999998,24.822059
4,2,8,49.158894000000004,64.782718,81.59274
4,2,9,79.767531,105.672815,132.784454
4,2,10,100.566125,133.79961799999998,167.87417499999998
4,2,11,116.041462,154.967326,194.232033
4,2,12,122.336396,163.63138,205.00087
4,2,13,120.703599,161.401646,202.27781299999998
4,2,14,111.386016,148.589463,186.347984
4,2,15,93.49639900000001,124.298017,156.182736
4,2,16,69.07198600000001,91.42976399999999,115.16071099999999
4,2,17,37.296652,49.121512,62.062241
4,2,18,7.303338,9.581038000000001,12.163101000000001
4,2,19,0.0,0.0,0.0
4,2,20,0.0,0.0,0.0
4,2,21,0.0,0.0,0.0
4,2,22,0.0,0.0,0.0
4,2,23,0.0,0.0,0.0
4,3,0,0.0,0.0,0.0
4,3,1,0.0,0.0,0.0
4,3,2,0.0,0.0,0.0
4,3,3,0.0,0.0,0.0
4,3,4,0.0,0.0,0.0
4,3,5,0.0,0.0,0.0
4,3,6,-0.0,-0.0,-0.0
4,3,7,3.674143,4.814525,6.123315
4,3,8,28.610793,37.620414,47.548111
4,3,9,66.844015,88.412583,111.319035
4,3,10,97.273532,129.41501300000002,162.50076199999998
4,3,11,111.49376099999999,148.858428,186.720471
4,3,12,117.577855,157.250101,197.177481
4,3,13,114.43813800000001,152.95785500000002,191.86605300000002
4,3,14,105.675725,140.953371,176.95913399999998
4,3,15,89.24699199999999,118.605879,149.13154
4,3,16,64.91560100000001,85.88229,108.233055
4,3,17,27.405973999999997,36.048511,45.607634
4,3,18,2.007155,2.629101,3.362418
4,3,19,0.0,0.0,0.0
4,3,20,0.0,0.0,0.0
4,3,21,0.0,0.0,0.0
4,3,22,0.0,0.0,0.0
4,3,23,0.0,0.0,0.0
4,4,0,0.0,0.0,0.0
4,4,1,0.0,0.0,0.0
4,4,2,0.0,0.0,0.0
4,4,3,0.0,0.0,0.0
4,4,4,0.0,0.0,0.0
4,4,5,0.0,0.0,0.0
4,4,6,-0.0,-0.0,-0.0
4,4,7,4.035944,5.289645999999999,6.7253490000000005
4,4,8,11.36309,14.911163,18.897112
4,4,9,8.677573,11.38578,14.447631
4,4,10,12.681944,16.650387,21.111228
4,4,11,32.699198,43.051610000000004,54.43004
4,4,12,21.202984,27.873037,35.304673
4,4,13,5.008948999999999,6.572031,8.366629000000001
4,4,14,11.366462,14.922955,18.934174
4,4,15,9.141611000000001,11.998933999999998,15.234984
4,4,16,18.963599,24.912726,31.542576
4,4,17,11.960225000000001,15.699605,19.906879
4,4,18,3.542346,4.643393,5.912361
4,4,19,0.0,0.0,0.0
4,4,20,0.0,0.0,0.0
4,4,21,0.0,0.0,0.0
4,4,22,0.0,0.0,0.0
4,4,23,0.0,0.0,0.0
4,5,0,0.0,0.0,0.0
4,5,1,0.0,0.0,0.0
4,5,2,0.0,0.0,0.0
4,5,3,0.0,0.0,0.0
4,5,4,0.0,0.0,0.0
4,5,5,0.0,0.0,0.0
4,5,6,-0.0,-0.0,-0.0
4,5,7,0.209733,0.263876,0.345964
4,5,8,5.158202,6.745818,8.515122999999999
4,5,9,12.136121999999999,15.886104999999999,20.007896000000002
4,5,10,24.736381,32.42971,40.789536
4,5,11,34.989591,45.932626,57.722657
4,5,12,34.455777999999995,45.237517,56.871733
4,5,13,33.760004,44.32182100000001,55.726574
4,5,14,30.950421,40.627196000000005,51.115313
4,5,15,37.884578999999995,49.765646000000004,62.548222
4,5,16,16.150612,21.160287,26.660349999999998
4,5,17,7.846601,10.270163,12.959852000000001
4,5,18,3.862326,5.049348,6.379815
4,5,19,0.0,0.0,0.0
4,5,20,0.0,0.0,0.0
4,5,21,0.0,0.0,0.0
4,5,22,0.0,0.0,0.0
4,5,23,0.0,0.0,0.0
4,6,0,0.0,0.0,0.0
4,6,1,0.0,0.0,0.0
4,6,2,0.0,0.0,0.0
4,6,3,0.0,0.0,0.0
4,6,4,0.0,0.0,0.0
4,6,5,0.0,0.0,0.0
4,6,6,-0.0,-0.0,-0.0
4,6,7,6.325539,8.273615,10.434428
4,6,8,14.469099,18.945584999999998,23.852356
4,6,9,28.322598999999997,37.139359,46.669146999999995
4,6,10,73.29005599999999,96.67172900000001,120.958563
4,6,11,70.909947,93.532877,117.116426
4,6,12,75.43530899999999,99.586416,124.67828200000001
4,6,13,52.206056,68.709867,86.250331
4,6,14,33.232033,43.63756,54.90195
4,6,15,32.417484,42.569592,53.57967
4,6,16,13.071066,17.126229,21.610742
4,6,17,0.43624599999999997,0.561944,0.725777
4,6,18,0.063621,0.072742,0.10630500000000001
4,6,19,0.0,0.0,0.0
4,6,20,0.0,0.0,0.0
4,6,21,0.0,0.0,0.0
4,6,22,0.0,0.0,0.0
4,6,23,0.0,0.0,0.0
4,7,0,0.0,0.0,0.0
4,7,1,0.0,0.0,0.0
4,7,2,0.0,0.0,0.0
4,7,3,0.0,0.0,0.0
4,7,4,0.0,0.0,0.0
4,7,5,0.0,0.0,0.0
4,7,6,-0.0,-0.0,-0.0
4,7,7,16.386726,21.462021,27.01268
4,7,8,47.199724,62.056898999999994,77.866698
4,7,9,8.584712,11.239033,14.184397
4,7,10,15.146135000000001,19.846982,25.020999
4,7,11,16.795977999999998,22.017433,27.760849999999998
4,7,12,18.596468,24.388741999999997,30.755864000000003
4,7,13,20.010624,26.255599999999998,33.119609
4,7,14,16.978267,22.269513,28.105301
4,7,15,14.224924000000001,18.647598000000002,23.534927
4,7,16,64.931378,85.74886599999999,107.63858400000001
4,7,17,35.37962400000001,46.484982,58.468567
4,7,18,8.050938,10.540514,13.306035
4,7,19,0.0,0.0,0.0
4,7,20,0.0,0.0,0.0
4,7,21,0.0,0.0,0.0
4,7,22,0.0,0.0,0.0
4,7,23,0.0,0.0,0.0
4,8,0,0.0,0.0,0.0
4,8,1,0.0,0.0,0.0
4,8,2,0.0,0.0,0.0
4,8,3,0.0,0.0,0.0
4,8,4,0.0,0.0,0.0
4,8,5,0.0,0.0,0.0
4,8,6,-0.0,-0.0,-0.0
4,8,7,0.091943,0.109373,0.150807
4,8,8,14.213201999999999,18.615315,23.44921
4,8,9,15.136018,19.828918,24.98255
4,8,10,17.141185,22.464431,28.303967
4,8,11,17.895615000000003,23.458422,29.562646
4,8,12,20.927592,27.445331,34.5821
4,8,13,23.997441,31.485191999999998,39.66683999999999
4,8,14,18.913312,24.802742,31.279260999999998
4,8,15,11.980853,15.697476,19.814490000000003
4,8,16,8.293837,10.860681000000001,13.717831
4,8,17,3.2913180000000004,4.304142,5.450164
4,8,18,9.316822,12.199026,15.392388
4,8,19,0.0,0.0,0.0
4,8,20,0.0,0.0,0.0
4,8,21,0.0,0.0,0.0
4,8,22,0.0,0.0,0.0
4,8,23,0.0,0.0,0.0
4,9,0,0.0,0.0,0.0
4,9,1,0.0,0.0,0.0
4,9,2,0.0,0.0,0.0
4,9,3,0.0,0.0,0.0
4,9,4,0.0,0.0,0.0
4,9,5,0.0,0.0,0.0
4,9,6,0.127456,0.155683,0.208344
4,9,7,2.334158,3.0472330000000003,3.855311
4,9,8,6.710091,8.778274999999999,11.073069
4,9,9,16.11704,21.112328,26.589830999999997
4,9,10,60.989819000000004,80.378427,100.82389599999999
4,9,11,108.66413,144.34120499999997,180.320136
4,9,12,125.0,166.666667,208.333333
4,9,13,95.27787699999999,126.371545,158.20104999999998
4,9,14,119.90761900000001,159.793499,199.625301
4,9,15,101.619849,134.958565,168.89749600000002
4,9,16,76.248992,100.803425,126.418404
4,9,17,42.341864,55.695566,70.061322
4,9,18,9.626278000000001,12.609115,15.920174000000001
4,9,19,0.0,0.0,0.0
4,9,20,0.0,0.0,0.0
4,9,21,0.0,0.0,0.0
4,9,22,0.0,0.0,0.0
4,9,23,0.0,0.0,0.0
4,10,0,0.0,0.0,0.0
4,10,1,0.0,0.0,0.0
4,10,2,0.0,0.0,0.0
4,10,3,0.0,0.0,0.0
4,10,4,0.0,0.0,0.0
4,10,5,0.0,0.0,0.0
4,10,6,0.464481,0.597589,0.7660159999999999
4,10,7,21.728053,28.47763,35.81697
4,10,8,60.085097999999995,79.172108,99.28782000000001
4,10,9,91.523371,121.259585,151.76128
4,10,10,114.655598,152.64203400000002,190.765456
4,10,11,125.0,166.666667,208.333333
4,10,12,125.0,166.666667,208.333333
4,10,13,125.0,166.666667,208.333333
4,10,14,120.648087,161.161965,201.66827600000002
4,10,15,102.13053500000001,135.933521,170.432311
4,10,16,77.035972,102.047013,128.237908
4,10,17,43.210726,56.923763,71.74360300000001
4,10,18,9.594756,12.577901,15.906173
4,10,19,0.0,0.0,0.0
4,10,20,0.0,0.0,0.0
4,10,21,0.0,0.0,0.0
4,10,22,0.0,0.0,0.0
4,10,23,0.0,0.0,0.0
4,11,0,0.0,0.0,0.0
4,11,1,0.0,0.0,0.0
4,11,2,0.0,0.0,0.0
4,11,3,0.0,0.0,0.0
4,11,4,0.0,0.0,0.0
4,11,5,0.0,0.0,0.0
4,11,6,0.449561,0.578671,0.7441939999999999
4,11,7,20.922317,27.445653,34.579553999999995
4,11,8,56.257591,74.247468,93.371474
4,11,9,85.45400500000001,113.450433,142.445007
4,11,10,106.394087,141.887398,177.883934
4,11,11,119.569806,160.038131,200.479433
4,11,12,125.0,166.666667,208.333333
4,11,13,122.45285000000001,164.03479000000002,205.493718
4,11,14,112.560536,150.39203899999998,188.57811600000002
4,11,15,94.040527,125.138591,157.202867
4,11,16,69.316365,91.794787,115.576588
4,11,17,37.637694,49.579362,62.60075
4,11,18,9.124633,11.968165,15.162115
4,11,19,0.0,0.0,0.0
4,11,20,0.0,0.0,0.0
4,11,21,0.0,0.0,0.0
4,11,22,0.0,0.0,0.0
4,11,23,0.0,0.0,0.0
4,12,0,0.0,0.0,0.0
4,12,1,0.0,0.0,0.0
4,12,2,0.0,0.0,0.0
4,12,3,0.0,0.0,0.0
4,12,4,0.0,0.0,0.0
4,12,5,0.0,0.0,0.0
4,12,6,0.368498,0.47251299999999996,0.610718
4,12,7,21.355658,28.009964,35.289972
4,12,8,57.84901,76.280495,95.831456
4,12,9,87.920311,116.583503,146.205448
4,12,10,109.84624400000001,146.308233,183.177098
4,12,11,124.67327499999999,166.552373,208.23602499999998
4,12,12,125.0,166.666667,208.333333
4,12,13,125.0,166.666667,208.333333
4,12,14,119.716701,159.707594,199.750318
4,12,15,101.99126799999999,135.56327900000002,169.809673
4,12,16,77.01896400000001,101.906936,127.928763
4,12,17,43.395158,57.112687,71.8972
4,12,18,9.941613,13.027997,16.464883
4,12,19,0.0,0.0,0.0
4,12,20,0.0,0.0,0.0
4,12,21,0.0,0.0,0.0
4,12,22,0.0,0.0,0.0
4,12,23,0.0,0.0,0.0
4,13,0,0.0,0.0,0.0
4,13,1,0.0,0.0,0.0
4,13,2,0.0,0.0,0.0
4,13,3,0.0,0.0,0.0
4,13,4,0.0,0.0,0.0
4,13,5,0.0,0.0,0.0
4,13,6,0.5808390000000001,0.750798,0.9615520000000001
4,13,7,21.95098,28.785905,36.243023
4,13,8,57.658223,76.022458,95.490048
4,13,9,87.08025900000001,115.468469,144.80853299999998
4,13,10,107.854066,143.745384,180.08600399999997
4,13,11,120.75932399999999,161.50016200000002,202.14569899999998
4,13,12,125.0,166.666667,208.333333
4,13,13,123.062398,164.912451,206.53504199999998
4,13,14,113.474717,151.79739600000002,190.370666
4,13,15,96.247094,128.237756,161.10249299999998
4,13,16,72.608007,96.236648,121.132236
4,13,17,41.0532,54.101927,68.267564
4,13,18,9.873198,12.949683,16.394886999999997
4,13,19,0.0,0.0,0.0
4,13,20,0.0,0.0,0.0
4,13,21,0.0,0.0,0.0
4,13,22,0.0,0.0,0.0
4,13,23,0.0,0.0,0.0
4,14,0,0.0,0.0,0.0
4,14,1,0.0,0.0,0.0
4,14,2,0.0,0.0,0.0
4,14,3,0.0,0.0,0.0
4,14,4,0.0,0.0,0.0
4,14,5,0.0,0.0,0.0
4,14,6,0.50459,0.651883,0.8402759999999999
4,14,7,20.543571,26.951369,33.992496
4,14,8,52.1397,68.739585,86.506598
4,14,9,80.310485,106.450322,133.749524
4,14,10,97.652258,129.959108,163.170062
4,14,11,111.63495900000001,149.11165100000002,187.092033
4,14,12,118.557598,158.651119,198.96680300000003
4,14,13,116.263708,155.54114,195.164159
4,14,14,106.80644000000001,142.62745900000002,179.192759
4,14,15,89.716676,119.381514,150.264693
4,14,16,64.59433,85.543324,107.942835
4,14,17,32.677355,43.034651,54.453386
4,14,18,8.741047,11.474386,14.576191000000001
4,14,19,0.0,0.0,0.0
4,14,20,0.0,0.0,0.0
4,14,21,0.0,0.0,0.0
4,14,22,0.0,0.0,0.0
4,14,23,0.0,0.0,0.0
4,15,0,0.0,0.0,0.0
4,15,1,0.0,0.0,0.0
4,15,2,0.0,0.0,0.0
4,15,3,0.0,0.0,0.0
4,15,4,0.0,0.0,0.0
4,15,5,0.0,0.0,0.0
4,15,6,0.7348049999999999,0.955822,1.231144
4,15,7,21.212175,27.857526999999997,35.21275
4,15,8,54.500844,71.928192,90.63565200000001
4,15,9,82.882744,109.939239,138.225593
4,15,10,104.220703,138.859084,174.318353
4,15,11,118.466565,158.31216,198.471354
4,15,12,123.902796,165.80761900000002,207.792645
4,15,13,122.03633500000001,163.293368,204.73718100000002
4,15,14,112.841382,150.655418,189.034987
4,15,15,82.398126,109.388046,137.719961
4,15,16,60.522139,80.037907,100.98836299999999
4,15,17,34.165614,44.993682,56.919235
4,15,18,8.241796,10.817218,13.742674999999998
4,15,19,0.0,0.0,0.0
4,15,20,0.0,0.0,0.0
4,15,21,0.0,0.0,0.0
4,15,22,0.0,0.0,0.0
4,15,23,0.0,0.0,0.0
4,16,0,0.0,0.0,0.0
4,16,1,0.0,0.0,0.0
4,16,2,0.0,0.0,0.0
4,16,3,0.0,0.0,0.0
4,16,4,0.0,0.0,0.0
4,16,5,0.0,0.0,0.0
4,16,6,0.861082,1.121962,1.442854
4,16,7,21.098671,27.713776999999997,35.046045
4,16,8,52.551201,69.351769,87.439325
4,16,9,69.620379,92.160523,116.05068
4,16,10,83.701769,111.102802,139.73929199999998
4,16,11,105.395237,140.515922,176.380146
4,16,12,91.01897,121.032557,152.191931
4,16,13,85.979185,114.231311,143.74548800000002
4,16,14,84.951418,112.830386,141.989837
4,16,15,40.090385999999995,52.852042999999995,66.834687
4,16,16,58.291899,77.070251,97.245114
4,16,17,32.11329,42.285265,53.495808
4,16,18,-0.0,-0.0,-0.0
4,16,19,0.0,0.0,0.0
4,16,20,0.0,0.0,0.0
4,16,21,0.0,0.0,0.0
4,16,22,0.0,0.0,0.0
4,16,23,0.0,0.0,0.0
4,17,0,0.0,0.0,0.0
4,17,1,0.0,0.0,0.0
4,17,2,0.0,0.0,0.0
4,17,3,0.0,0.0,0.0
4,17,4,0.0,0.0,0.0
4,17,5,0.0,0.0,0.0
4,17,6,0.235047,0.298268,0.39333300000000004
4,17,7,10.259602999999998,13.440961999999999,16.978424
4,17,8,4.201759,5.500408999999999,6.970282
4,17,9,39.578508,52.049986,65.52719400000001
4,17,10,62.432881,82.410628,103.574924
4,17,11,70.46844,93.209784,117.172167
4,17,12,28.346414,37.273779000000005,47.104608999999996
4,17,13,14.546921000000001,19.100757,24.204348999999997
4,17,14,35.773863,47.10116,59.483514
4,17,15,12.734459999999999,16.716414,21.186027999999997
4,17,16,49.644774,65.514659,82.627848
4,17,17,36.822629,48.484169,61.206593
4,17,18,10.263236999999998,13.465082,17.063223
4,17,19,0.0,0.0,0.0
4,17,20,0.0,0.0,0.0
4,17,21,0.0,0.0,0.0
4,17,22,0.0,0.0,0.0
4,17,23,0.0,0.0,0.0
4,18,0,0.0,0.0,0.0
4,18,1,0.0,0.0,0.0
4,18,2,0.0,0.0,0.0
4,18,3,0.0,0.0,0.0
4,18,4,0.0,0.0,0.0
4,18,5,0.0,0.0,0.0
4,18,6,0.7534160000000001,0.978368,1.253302
4,18,7,5.274787,6.9054020000000005,8.737540000000001
4,18,8,20.928856,27.457661,34.624932
4,18,9,35.676002999999994,46.92064,59.105650999999995
4,18,10,62.80253,83.06531100000001,104.48622
4,18,11,71.361488,94.64303,119.07567999999999
4,18,12,114.63857399999999,153.739312,192.787981
4,18,13,114.121821,152.880449,191.685237
4,18,14,95.31173799999999,127.06778,159.602516
4,18,15,64.734849,85.80158,108.144178
4,18,16,38.956367,51.359036,64.865276
4,18,17,16.887147000000002,22.173962,28.056317
4,18,18,0.382684,0.49334100000000003,0.6445599999999999
4,18,19,-0.0,-0.0,-0.0
4,18,20,0.0,0.0,0.0
4,18,21,0.0,0.0,0.0
4,18,22,0.0,0.0,0.0
4,18,23,0.0,0.0,0.0
4,19,0,0.0,0.0,0.0
4,19,1,0.0,0.0,0.0
4,19,2,0.0,0.0,0.0
4,19,3,0.0,0.0,0.0
4,19,4,0.0,0.0,0.0
4,19,5,0.0,0.0,0.0
4,19,6,0.907456,1.182216,1.517201
4,19,7,17.165756000000002,22.530283,28.490651999999997
4,19,8,39.986401,52.655976,66.442015
4,19,9,67.773441,89.67516499999999,112.913509
4,19,10,78.885675,104.63033800000001,131.672461
4,19,11,97.87509299999999,130.31539,163.71789900000002
4,19,12,104.230347,138.97371900000002,174.515256
4,19,13,102.072636,136.05732999999998,170.904421
4,19,14,44.947862,59.309983,74.95455199999999
4,19,15,29.598031,38.966976,49.332264
4,19,16,34.373696,45.283009,57.280171
4,19,17,22.093259999999997,29.047387,36.788605000000004
4,19,18,6.6929430000000005,8.782217000000001,11.162657
4,19,19,-0.0,-0.0,-0.0
4,19,20,0.0,0.0,0.0
4,19,21,0.0,0.0,0.0
4,19,22,0.0,0.0,0.0
4,19,23,0.0,0.0,0.0
4,20,0,0.0,0.0,0.0
4,20,1,0.0,0.0,0.0
4,20,2,0.0,0.0,0.0
4,20,3,0.0,0.0,0.0
4,20,4,0.0,0.0,0.0
4,20,5,0.0,0.0,0.0
4,20,6,-0.0,-0.0,-0.0
4,20,7,0.26434199999999997,0.338569,0.450633
4,20,8,31.017695,40.800559,51.554033000000004
4,20,9,63.997097000000004,84.59035899999999,106.503909
4,20,10,102.679354,136.649304,171.425462
4,20,11,63.292522,83.687787,105.458015
4,20,12,124.822863,166.666667,208.333333
4,20,13,103.580496,137.923502,173.059749
4,20,14,110.209059,146.892829,184.135876
4,20,15,74.05444,98.05605499999999,123.356558
4,20,16,69.88989500000001,92.464818,116.34642699999999
4,20,17,40.02928,52.717332999999996,66.534109
4,20,18,11.017005999999999,14.453218999999999,18.308219
4,20,19,-0.0,-0.0,-0.0
4,20,20,0.0,0.0,0.0
4,20,21,0.0,0.0,0.0
4,20,22,0.0,0.0,0.0
4,20,23,0.0,0.0,0.0
4,21,0,0.0,0.0,0.0
4,21,1,0.0,0.0,0.0
4,21,2,0.0,0.0,0.0
4,21,3,0.0,0.0,0.0
4,21,4,0.0,0.0,0.0
4,21,5,0.0,0.0,0.0
4,21,6,0.175847,0.22053999999999999,0.294916
4,21,7,19.218313,25.210562000000003,31.812342
4,21,8,43.067887999999996,56.675714,71.348074
4,21,9,30.304069,39.818989,50.216224000000004
4,21,10,27.783939999999998,36.501836000000004,46.062637
4,21,11,18.848803,24.741374,31.274510999999997
4,21,12,19.355251,25.407164,32.112753
4,21,13,11.479531999999999,15.056825,19.062527999999997
4,21,14,16.059116,21.069776,26.637185000000002
4,21,15,12.621706,16.554368999999998,20.944713
4,21,16,12.169846999999999,15.958816,20.186394
4,21,17,7.785359000000001,10.203301999999999,12.919291999999999
4,21,18,1.5794549999999998,2.063319,2.630589
4,21,19,-0.0,-0.0,-0.0
4,21,20,0.0,0.0,0.0
4,21,21,0.0,0.0,0.0
4,21,22,0.0,0.0,0.0
4,21,23,0.0,0.0,0.0
4,22,0,0.0,0.0,0.0
4,22,1,0.0,0.0,0.0
4,22,2,0.0,0.0,0.0
4,22,3,0.0,0.0,0.0
4,22,4,0.0,0.0,0.0
4,22,5,0.0,0.0,0.0
4,22,6,2.374211,3.1019769999999998,3.931521
4,22,7,7.744091,10.14007,12.810082
4,22,8,16.743374,21.94739,27.677086
4,22,9,27.752868,36.434313,45.904120000000006
4,22,10,29.592437999999998,38.863968,48.969753
4,22,11,78.36713400000001,103.686326,130.076219
4,22,12,61.920046,81.725307,102.715193
4,22,13,125.0,166.666667,208.333333
4,22,14,119.422159,159.20572700000002,199.020429
4,22,15,101.306158,134.620473,168.604678
4,22,16,76.05625500000001,100.617558,126.30216499999999
4,22,17,44.448797,58.521414,73.677088
4,22,18,12.352189000000001,16.193481,20.455772
4,22,19,-0.0,-0.0,-0.0
4,22,20,0.0,0.0,0.0
4,22,21,0.0,0.0,0.0
4,22,22,0.0,0.0,0.0
4,22,23,0.0,0.0,0.0
4,23,0,0.0,0.0,0.0
4,23,1,0.0,0.0,0.0
4,23,2,0.0,0.0,0.0
4,23,3,0.0,0.0,0.0
4,23,4,0.0,0.0,0.0
4,23,5,0.0,0.0,0.0
4,23,6,2.613238,3.413627,4.319046999999999
4,23,7,27.267568,35.780737,45.012865
4,23,8,62.582508000000004,82.606429,103.708045
4,23,9,90.473761,120.146854,150.631788
4,23,10,110.666113,147.72168100000002,185.00875299999998
4,23,11,123.048315,164.837431,206.32658600000002
4,23,12,125.0,166.666667,208.333333
4,23,13,125.0,166.666667,208.333333
4,23,14,115.517572,154.701403,193.98683300000002
4,23,15,98.201776,131.047541,164.663529
4,23,16,74.841841,99.296214,124.98111
4,23,17,34.731553,45.732557,57.754508
4,23,18,12.222009,16.036413,20.292278999999997
4,23,19,-0.0,-0.0,-0.0
4,23,20,0.0,0.0,0.0
4,23,21,0.0,0.0,0.0
4,23,22,0.0,0.0,0.0
4,23,23,0.0,0.0,0.0
4,24,0,0.0,0.0,0.0
4,24,1,0.0,0.0,0.0
4,24,2,0.0,0.0,0.0
4,24,3,0.0,0.0,0.0
4,24,4,0.0,0.0,0.0
4,24,5,0.0,0.0,0.0
4,24,6,2.736444,3.577195,4.533116
4,24,7,16.055431000000002,21.042972000000002,26.53289
4,24,8,23.980745,31.467046999999997,39.65686
4,24,9,53.669794,70.724204,88.897465
4,24,10,70.996787,93.82414,117.789052
4,24,11,57.225749,75.49645299999999,94.96586900000001
4,24,12,69.18913400000001,91.46878699999999,114.935958
4,24,13,88.534852,117.49474000000001,147.430564
4,24,14,22.65618,29.757336,37.598876
4,24,15,55.53774,73.306832,92.312854
4,24,16,13.226728999999999,17.356642,21.976307000000002
4,24,17,14.808082,19.432938,24.589025000000003
4,24,18,5.668437,7.428609000000001,9.420682000000001
4,24,19,-0.0,-0.0,-0.0
4,24,20,0.0,0.0,0.0
4,24,21,0.0,0.0,0.0
4,24,22,0.0,0.0,0.0
4,24,23,0.0,0.0,0.0
4,25,0,0.0,0.0,0.0
4,25,1,0.0,0.0,0.0
4,25,2,0.0,0.0,0.0
4,25,3,0.0,0.0,0.0
4,25,4,0.0,0.0,0.0
4,25,5,0.0,0.0,0.0
4,25,6,0.238619,0.30296100000000004,0.399306
4,25,7,5.641805000000001,7.387237,9.348457
